Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Satisfaction_Weighted_Salary,YearsSincePromotion,TenurePerf,IncomeAgeRatio,ExperienceLevel,CareerProgress,SalaryPerLevel,PromotionRate,Increment,FutureSalary,LogFutureSalary,Performance_Experience,Satisfaction_Experience,Performance_Satisfaction,poly_0,poly_1,poly_2,poly_3,poly_4,LogMonthlyIncome,Performance_Tenure,Income_Level,P_Stay
51.0,0.0,2.0,833.0,1.0,1.0,3.0,1.0,1.0,353.0,3.0,1.0,96.0,3.0,1.0,6.0,4.0,1.0,2723.0,23231.0,1.0,0.0,0.0,11.0,3.0,2.0,80.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2723.0,1.0,3.0,53.3921568627451,0.0196078431372549,1.0,2723.0,0.0,1.05,2859.15,7.958629349991021,3.0,4.0,12.0,2723.0,1.0,7414729.0,2723.0,1.0,7.909856667269403,3.0,2723.0,0.8397233145741652
31.0,1.0,1.0,307.0,1.0,29.0,2.0,3.0,1.0,355.0,3.0,1.0,71.0,2.0,1.0,2.0,2.0,2.0,3479.0,11652.0,0.0,0.0,0.0,11.0,3.0,2.0,80.0,0.0,6.0,2.0,4.0,5.0,4.0,1.0,4.0,1739.5,4.0,15.0,112.2258064516129,0.1935483870967742,0.16666666666666666,3479.0,0.2,1.05,3652.9500000000003,8.203564053209957,15.0,10.0,6.0,3479.0,5.0,12103441.0,17395.0,25.0,8.15478757276852,15.0,3479.0,0.7569746146592098
32.0,0.0,1.0,1311.0,1.0,7.0,3.0,1.0,1.0,359.0,2.0,1.0,100.0,4.0,1.0,2.0,2.0,1.0,2794.0,26062.0,1.0,0.0,0.0,20.0,4.0,3.0,80.0,0.0,5.0,3.0,1.0,5.0,1.0,0.0,3.0,1397.0,5.0,20.0,87.3125,0.15625,0.2,2794.0,0.0,1.1,3073.4,8.030865039250633,20.0,10.0,8.0,2794.0,5.0,7806436.0,13970.0,25.0,7.9355873855892,20.0,2794.0,0.9020747456018475
38.0,0.0,0.0,1327.0,2.0,2.0,2.0,1.0,1.0,361.0,4.0,1.0,39.0,2.0,2.0,7.0,4.0,1.0,5249.0,19682.0,3.0,0.0,0.0,18.0,3.0,4.0,80.0,1.0,13.0,0.0,3.0,8.0,7.0,7.0,5.0,5249.0,1.0,24.0,138.1315789473684,0.34210526315789475,0.15384615384615385,2624.5,0.875,1.05,5511.45,8.614764449419182,24.0,32.0,12.0,5249.0,8.0,27552001.0,41992.0,64.0,8.565983355585669,24.0,2624.5,0.9736942637939623
32.0,0.0,2.0,128.0,1.0,2.0,1.0,5.0,1.0,362.0,4.0,1.0,84.0,2.0,2.0,2.0,1.0,2.0,2176.0,19737.0,4.0,0.0,0.0,13.0,3.0,4.0,80.0,0.0,9.0,5.0,3.0,6.0,2.0,0.0,4.0,544.0,6.0,18.0,68.0,0.28125,0.2222222222222222,1088.0,0.0,1.05,2284.8,7.7344713514634975,18.0,6.0,3.0,2176.0,6.0,4734976.0,13056.0,36.0,7.685703061234547,18.0,1088.0,0.7945785687752687
46.0,0.0,2.0,488.0,2.0,2.0,3.0,5.0,1.0,363.0,3.0,0.0,75.0,1.0,4.0,3.0,2.0,1.0,16872.0,14977.0,3.0,0.0,1.0,12.0,3.0,2.0,80.0,1.0,28.0,2.0,2.0,7.0,7.0,7.0,7.0,8436.0,0.0,21.0,366.7826086956522,0.6086956521739131,0.14285714285714285,4218.0,1.0,1.05,17715.600000000002,9.782257332159816,21.0,14.0,6.0,16872.0,7.0,284664384.0,118104.0,49.0,9.733469990198337,21.0,4218.0,0.6246500698690393
28.0,1.0,2.0,529.0,1.0,2.0,4.0,1.0,1.0,364.0,1.0,1.0,79.0,3.0,1.0,2.0,3.0,2.0,3485.0,14935.0,2.0,0.0,0.0,11.0,3.0,3.0,80.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,2613.75,0.0,0.0,124.46428571428571,0.17857142857142858,0.2,3485.0,0.0,1.05,3659.25,8.205286730073592,0.0,0.0,9.0,3485.0,0.0,12145225.0,0.0,0.0,8.156510226079966,0.0,3485.0,0.7845244950471171
29.0,0.0,2.0,1210.0,2.0,2.0,3.0,3.0,1.0,366.0,1.0,1.0,78.0,2.0,2.0,7.0,2.0,1.0,6644.0,3687.0,2.0,0.0,0.0,19.0,3.0,2.0,80.0,2.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,3322.0,0.0,0.0,229.10344827586206,0.3448275862068966,0.2,3322.0,0.0,1.05,6976.200000000001,8.85040296914398,0.0,0.0,6.0,6644.0,0.0,44142736.0,0.0,0.0,8.801619971147346,0.0,3322.0,0.9014121868129811
31.0,0.0,2.0,1463.0,1.0,23.0,3.0,3.0,1.0,367.0,2.0,1.0,64.0,2.0,2.0,0.0,4.0,1.0,5582.0,14408.0,0.0,0.0,0.0,21.0,4.0,2.0,80.0,1.0,10.0,2.0,3.0,9.0,0.0,7.0,8.0,5582.0,2.0,36.0,180.06451612903226,0.3225806451612903,0.2,2791.0,0.7777777777777778,1.1,6140.200000000001,8.722775441784744,36.0,36.0,16.0,5582.0,9.0,31158724.0,50238.0,81.0,8.62748154531036,36.0,2791.0,0.9125256964705348
25.0,0.0,0.0,675.0,1.0,5.0,2.0,1.0,1.0,369.0,2.0,1.0,85.0,4.0,2.0,0.0,1.0,0.0,4000.0,18384.0,1.0,0.0,0.0,12.0,3.0,4.0,80.0,2.0,6.0,2.0,3.0,6.0,3.0,1.0,5.0,1000.0,5.0,18.0,160.0,0.24,0.3333333333333333,2000.0,0.16666666666666666,1.05,4200.0,8.343077871169383,18.0,6.0,3.0,4000.0,6.0,16000000.0,24000.0,36.0,8.294299608857235,18.0,2000.0,0.9843904623493062
45.0,0.0,2.0,1385.0,1.0,20.0,2.0,3.0,1.0,372.0,3.0,1.0,79.0,3.0,4.0,0.0,4.0,1.0,13496.0,7501.0,0.0,0.0,1.0,14.0,3.0,2.0,80.0,0.0,21.0,2.0,3.0,20.0,7.0,4.0,10.0,13496.0,16.0,60.0,299.9111111111111,0.4666666666666667,0.19047619047619047,3374.0,0.2,1.05,14170.800000000001,9.559009353551602,60.0,80.0,12.0,13496.0,20.0,182142016.0,269920.0,400.0,9.510222717509283,60.0,3374.0,0.8518970062116106
36.0,0.0,2.0,1403.0,1.0,6.0,3.0,1.0,1.0,373.0,4.0,1.0,47.0,3.0,1.0,2.0,4.0,1.0,3210.0,20251.0,0.0,0.0,0.0,11.0,3.0,3.0,80.0,1.0,16.0,4.0,3.0,15.0,13.0,10.0,11.0,3210.0,5.0,45.0,89.16666666666667,0.4444444444444444,0.0625,3210.0,0.6666666666666666,1.05,3370.5,8.123113028174636,45.0,60.0,12.0,3210.0,15.0,10304100.0,48150.0,225.0,8.074337694089515,45.0,3210.0,0.9850776402944976
55.0,0.0,2.0,452.0,1.0,1.0,3.0,3.0,1.0,374.0,4.0,1.0,81.0,3.0,5.0,3.0,1.0,2.0,19045.0,18938.0,0.0,0.0,1.0,14.0,3.0,3.0,80.0,0.0,37.0,2.0,3.0,36.0,10.0,4.0,13.0,4761.25,32.0,108.0,346.27272727272725,0.6727272727272727,0.13513513513513514,3809.0,0.1111111111111111,1.05,19997.25,9.90340004870778,108.0,36.0,3.0,19045.0,36.0,362712025.0,685620.0,1296.0,9.854612384753992,108.0,3809.0,0.9648179155339011
47.0,1.0,0.0,666.0,1.0,29.0,4.0,1.0,1.0,376.0,1.0,1.0,88.0,3.0,3.0,3.0,2.0,1.0,11849.0,10268.0,1.0,0.0,1.0,12.0,3.0,4.0,80.0,1.0,10.0,2.0,2.0,10.0,7.0,9.0,9.0,5924.5,1.0,30.0,252.10638297872342,0.2127659574468085,0.3,3949.6666666666665,0.9,1.05,12441.45,9.428869292239604,30.0,20.0,6.0,11849.0,10.0,140398801.0,118490.0,100.0,9.380083146563278,30.0,3949.6666666666665,0.6026290666542715
28.0,0.0,2.0,1158.0,1.0,9.0,3.0,3.0,1.0,377.0,4.0,1.0,94.0,3.0,1.0,6.0,4.0,1.0,2070.0,2613.0,1.0,0.0,0.0,23.0,4.0,4.0,80.0,1.0,5.0,3.0,2.0,5.0,2.0,0.0,4.0,2070.0,5.0,20.0,73.92857142857143,0.17857142857142858,0.2,2070.0,0.0,1.1,2277.0,7.731053144007127,20.0,20.0,16.0,2070.0,5.0,4284900.0,10350.0,25.0,7.635786861395585,20.0,2070.0,0.9860831485365503
37.0,0.0,2.0,228.0,2.0,6.0,4.0,3.0,1.0,378.0,3.0,1.0,98.0,3.0,2.0,7.0,4.0,1.0,6502.0,22825.0,4.0,0.0,0.0,14.0,3.0,2.0,80.0,1.0,7.0,5.0,4.0,5.0,4.0,0.0,1.0,6502.0,5.0,15.0,175.72972972972974,0.1891891891891892,0.2857142857142857,3251.0,0.0,1.05,6827.1,8.828801729384121,15.0,20.0,12.0,6502.0,5.0,42276004.0,32510.0,25.0,8.780018887869153,15.0,3251.0,0.9740446718889574
21.0,0.0,2.0,996.0,1.0,3.0,2.0,3.0,1.0,379.0,4.0,1.0,100.0,2.0,1.0,6.0,3.0,2.0,3230.0,10531.0,1.0,0.0,0.0,17.0,3.0,1.0,80.0,0.0,3.0,4.0,4.0,3.0,2.0,1.0,0.0,2422.5,2.0,9.0,153.8095238095238,0.14285714285714285,0.3333333333333333,3230.0,0.3333333333333333,1.05,3391.5,8.129322391709024,9.0,9.0,9.0,3230.0,3.0,10432900.0,9690.0,9.0,8.080546965824498,9.0,3230.0,0.9104831896571319
37.0,0.0,0.0,728.0,1.0,1.0,4.0,3.0,1.0,380.0,1.0,0.0,80.0,3.0,3.0,5.0,4.0,0.0,13603.0,11677.0,2.0,0.0,1.0,18.0,3.0,1.0,80.0,2.0,15.0,2.0,3.0,5.0,2.0,0.0,2.0,13603.0,5.0,15.0,367.64864864864865,0.40540540540540543,0.2,4534.333333333333,0.0,1.05,14283.150000000001,9.566905809919353,15.0,20.0,12.0,13603.0,5.0,185041609.0,68015.0,25.0,9.518119146127086,15.0,4534.333333333333,0.9622483950123424
35.0,0.0,2.0,1315.0,1.0,22.0,3.0,1.0,1.0,381.0,2.0,0.0,71.0,4.0,3.0,3.0,2.0,0.0,11996.0,19100.0,7.0,0.0,0.0,18.0,3.0,2.0,80.0,1.0,10.0,6.0,2.0,7.0,7.0,6.0,2.0,5998.0,1.0,21.0,342.74285714285713,0.2857142857142857,0.3,3998.6666666666665,0.8571428571428571,1.05,12595.800000000001,9.441198092430202,21.0,14.0,6.0,11996.0,7.0,143904016.0,83972.0,49.0,9.392411897514927,21.0,3998.6666666666665,0.9622258621293203
38.0,0.0,2.0,322.0,2.0,7.0,2.0,3.0,1.0,382.0,1.0,0.0,44.0,4.0,2.0,7.0,1.0,0.0,5605.0,19191.0,1.0,0.0,1.0,24.0,4.0,3.0,80.0,1.0,8.0,3.0,3.0,8.0,0.0,7.0,7.0,1401.25,1.0,32.0,147.5,0.21052631578947367,0.25,2802.5,0.875,1.1,6165.500000000001,8.726886695006042,32.0,8.0,4.0,5605.0,8.0,31416025.0,44840.0,64.0,8.631592731724734,32.0,2802.5,0.7011847825652362
26.0,0.0,1.0,1479.0,1.0,1.0,3.0,1.0,1.0,384.0,3.0,0.0,84.0,3.0,2.0,4.0,2.0,0.0,6397.0,26767.0,1.0,0.0,0.0,20.0,4.0,1.0,80.0,1.0,6.0,6.0,1.0,6.0,5.0,1.0,4.0,3198.5,5.0,24.0,246.03846153846155,0.23076923076923078,0.3333333333333333,3198.5,0.16666666666666666,1.1,7036.700000000001,8.859036691227077,24.0,12.0,8.0,6397.0,6.0,40921609.0,38382.0,36.0,8.763740720509464,24.0,3198.5,0.9919295477809301
50.0,0.0,2.0,797.0,1.0,4.0,1.0,1.0,1.0,385.0,1.0,1.0,96.0,3.0,5.0,5.0,2.0,0.0,19144.0,15815.0,3.0,0.0,0.0,14.0,3.0,1.0,80.0,2.0,28.0,4.0,2.0,10.0,4.0,1.0,6.0,9572.0,9.0,30.0,382.88,0.56,0.17857142857142858,3828.8,0.1,1.05,20101.2,9.908584540793973,30.0,20.0,6.0,19144.0,10.0,366492736.0,191440.0,100.0,9.859796863911395,30.0,3828.8,0.9940205834288345
53.0,0.0,2.0,1070.0,1.0,3.0,4.0,3.0,1.0,386.0,3.0,1.0,45.0,3.0,4.0,5.0,3.0,1.0,17584.0,21016.0,3.0,0.0,1.0,16.0,3.0,4.0,80.0,3.0,21.0,5.0,2.0,5.0,3.0,1.0,3.0,13188.0,4.0,15.0,331.77358490566036,0.39622641509433965,0.19047619047619047,4396.0,0.2,1.05,18463.2,9.823589001138243,15.0,15.0,9.0,17584.0,5.0,309197056.0,87920.0,25.0,9.774801544908083,15.0,4396.0,0.9818433717581179
42.0,0.0,2.0,635.0,2.0,1.0,1.0,1.0,1.0,387.0,2.0,1.0,99.0,3.0,2.0,7.0,3.0,1.0,4907.0,24532.0,1.0,0.0,0.0,25.0,4.0,3.0,80.0,0.0,20.0,3.0,3.0,20.0,16.0,11.0,6.0,3680.25,9.0,80.0,116.83333333333333,0.47619047619047616,0.1,2453.5,0.55,1.1,5397.700000000001,8.59391346282892,80.0,60.0,12.0,4907.0,20.0,24078649.0,98140.0,400.0,8.498621805830801,80.0,2453.5,0.9669547515534954
29.0,0.0,1.0,442.0,2.0,2.0,2.0,1.0,1.0,388.0,2.0,1.0,44.0,3.0,2.0,7.0,4.0,2.0,4554.0,20260.0,1.0,0.0,0.0,18.0,3.0,1.0,80.0,0.0,10.0,3.0,2.0,10.0,7.0,0.0,9.0,4554.0,10.0,30.0,157.0344827586207,0.3448275862068966,0.2,2277.0,0.0,1.05,4781.7,8.472760519572265,30.0,40.0,12.0,4554.0,10.0,20738916.0,45540.0,100.0,8.423980809694058,30.0,2277.0,0.9420066859865682
55.0,0.0,2.0,147.0,1.0,20.0,2.0,5.0,1.0,389.0,2.0,1.0,37.0,3.0,2.0,2.0,4.0,1.0,5415.0,15972.0,3.0,0.0,1.0,19.0,3.0,4.0,80.0,1.0,12.0,4.0,3.0,10.0,7.0,0.0,8.0,5415.0,10.0,30.0,98.45454545454545,0.21818181818181817,0.16666666666666666,2707.5,0.0,1.05,5685.75,8.64589418643197,30.0,40.0,12.0,5415.0,10.0,29322225.0,54150.0,100.0,8.59711281459211,30.0,2707.5,0.8852252785018713
26.0,0.0,1.0,496.0,1.0,11.0,2.0,3.0,1.0,390.0,1.0,1.0,60.0,3.0,2.0,0.0,1.0,1.0,4741.0,22722.0,1.0,0.0,1.0,13.0,3.0,3.0,80.0,1.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,1185.25,2.0,15.0,182.34615384615384,0.19230769230769232,0.4,2370.5,0.6,1.05,4978.05,8.512994388768904,15.0,5.0,3.0,4741.0,5.0,22477081.0,23705.0,25.0,8.464214266625351,15.0,2370.5,0.40433646519231836
37.0,0.0,2.0,1372.0,1.0,1.0,3.0,1.0,1.0,391.0,4.0,0.0,42.0,3.0,1.0,6.0,4.0,2.0,2115.0,15881.0,1.0,0.0,0.0,12.0,3.0,2.0,80.0,0.0,17.0,3.0,3.0,17.0,12.0,5.0,7.0,2115.0,12.0,51.0,57.16216216216216,0.4594594594594595,0.058823529411764705,2115.0,0.29411764705882354,1.05,2220.75,7.706050452618585,51.0,68.0,12.0,2115.0,17.0,4473225.0,35955.0,289.0,7.65728279297819,51.0,2115.0,0.9659895768603031
44.0,1.0,1.0,920.0,1.0,24.0,3.0,1.0,1.0,392.0,4.0,1.0,43.0,3.0,1.0,2.0,3.0,0.0,3161.0,19920.0,3.0,0.0,1.0,22.0,4.0,4.0,80.0,1.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,2370.75,1.0,4.0,71.8409090909091,0.4318181818181818,0.05263157894736842,3161.0,0.0,1.1,3477.1000000000004,8.154241446657306,4.0,3.0,12.0,3161.0,1.0,9991921.0,3161.0,1.0,8.058960017769417,4.0,3161.0,0.7486796430313845
38.0,0.0,2.0,688.0,1.0,23.0,4.0,1.0,1.0,393.0,4.0,1.0,82.0,3.0,2.0,0.0,4.0,0.0,5745.0,18899.0,9.0,0.0,0.0,14.0,3.0,2.0,80.0,1.0,10.0,2.0,3.0,2.0,2.0,1.0,2.0,5745.0,1.0,6.0,151.18421052631578,0.2631578947368421,0.2,2872.5,0.5,1.05,6032.25,8.705041116335723,6.0,8.0,12.0,5745.0,2.0,33005025.0,11490.0,4.0,8.656259239539235,6.0,2872.5,0.9528044514433488
26.0,1.0,2.0,1449.0,1.0,16.0,4.0,3.0,1.0,394.0,1.0,1.0,45.0,3.0,1.0,2.0,2.0,0.0,2373.0,14180.0,2.0,0.0,1.0,13.0,3.0,4.0,80.0,1.0,5.0,2.0,3.0,3.0,2.0,0.0,2.0,1186.5,3.0,9.0,91.26923076923077,0.19230769230769232,0.2,2373.0,0.0,1.05,2491.65,7.8211016805668425,9.0,6.0,6.0,2373.0,3.0,5631129.0,7119.0,9.0,7.772331575169614,9.0,2373.0,0.495379887824956
28.0,0.0,2.0,1117.0,1.0,8.0,2.0,1.0,1.0,395.0,4.0,0.0,66.0,3.0,1.0,6.0,4.0,2.0,3310.0,4488.0,1.0,0.0,0.0,21.0,4.0,4.0,80.0,0.0,5.0,3.0,3.0,5.0,3.0,0.0,2.0,3310.0,5.0,20.0,118.21428571428571,0.17857142857142858,0.2,3310.0,0.0,1.1,3641.0000000000005,8.200288260287554,20.0,20.0,16.0,3310.0,5.0,10956100.0,16550.0,25.0,8.105005537547246,20.0,3310.0,0.9920690187693929
49.0,0.0,1.0,636.0,1.0,10.0,4.0,1.0,1.0,396.0,3.0,0.0,35.0,3.0,5.0,5.0,1.0,2.0,18665.0,25594.0,9.0,0.0,1.0,11.0,3.0,4.0,80.0,0.0,22.0,4.0,3.0,3.0,2.0,1.0,2.0,4666.25,2.0,9.0,380.9183673469388,0.4489795918367347,0.22727272727272727,3733.0,0.3333333333333333,1.05,19598.25,9.883246579180351,9.0,3.0,3.0,18665.0,3.0,348382225.0,55995.0,9.0,9.834458966125691,9.0,3733.0,0.6964634458148344
36.0,0.0,2.0,506.0,1.0,3.0,3.0,5.0,1.0,397.0,3.0,1.0,30.0,3.0,2.0,6.0,2.0,2.0,4485.0,26285.0,4.0,0.0,0.0,12.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,8.0,0.0,7.0,7.0,2242.5,1.0,24.0,124.58333333333333,0.2777777777777778,0.2,2242.5,0.875,1.05,4709.25,8.45749626415811,24.0,16.0,6.0,4485.0,8.0,20115225.0,35880.0,64.0,8.408716715080153,24.0,2242.5,0.8053027550460654
31.0,0.0,1.0,444.0,2.0,5.0,3.0,2.0,1.0,399.0,4.0,0.0,84.0,3.0,1.0,8.0,2.0,0.0,2789.0,3909.0,1.0,0.0,0.0,11.0,3.0,3.0,80.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,1394.5,0.0,6.0,89.96774193548387,0.06451612903225806,0.5,2789.0,1.0,1.05,2928.4500000000003,7.982569971080184,6.0,4.0,6.0,2789.0,2.0,7778521.0,5578.0,4.0,7.933796874815411,6.0,2789.0,0.9519046491438541
26.0,1.0,2.0,950.0,2.0,4.0,4.0,2.0,1.0,401.0,4.0,1.0,48.0,2.0,2.0,7.0,4.0,2.0,5828.0,8450.0,1.0,0.0,1.0,12.0,3.0,2.0,80.0,0.0,8.0,0.0,3.0,8.0,7.0,7.0,4.0,5828.0,1.0,24.0,224.15384615384616,0.3076923076923077,0.25,2914.0,0.875,1.05,6119.400000000001,8.719382732847658,24.0,32.0,12.0,5828.0,8.0,33965584.0,46624.0,64.0,8.67060073804555,24.0,2914.0,0.46723610846334573
37.0,0.0,1.0,889.0,1.0,9.0,3.0,3.0,1.0,403.0,2.0,1.0,53.0,3.0,1.0,6.0,4.0,1.0,2326.0,11411.0,1.0,0.0,1.0,12.0,3.0,3.0,80.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,2326.0,3.0,12.0,62.86486486486486,0.10810810810810811,0.25,2326.0,0.25,1.05,2442.3,7.801104863554725,12.0,16.0,12.0,2326.0,4.0,5410276.0,9304.0,16.0,7.752335163302292,12.0,2326.0,0.7620743797280736
42.0,0.0,1.0,555.0,2.0,26.0,3.0,2.0,1.0,404.0,3.0,0.0,77.0,3.0,4.0,7.0,2.0,1.0,13525.0,14864.0,5.0,0.0,0.0,14.0,3.0,4.0,80.0,1.0,23.0,2.0,4.0,20.0,4.0,4.0,8.0,6762.5,16.0,60.0,322.0238095238095,0.5476190476190477,0.17391304347826086,3381.25,0.2,1.05,14201.25,9.56115568174159,60.0,40.0,6.0,13525.0,20.0,182925625.0,270500.0,400.0,9.512369038134885,60.0,3381.25,0.945875943382587
18.0,1.0,2.0,230.0,1.0,3.0,3.0,1.0,1.0,405.0,3.0,1.0,54.0,3.0,1.0,2.0,3.0,2.0,1420.0,25233.0,1.0,0.0,0.0,13.0,3.0,3.0,80.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1065.0,0.0,0.0,78.88888888888889,0.0,1.0,1420.0,0.0,1.05,1491.0,7.307872780763706,0.0,0.0,9.0,1420.0,0.0,2016400.0,0.0,0.0,7.259116128097101,0.0,1420.0,0.4778463800824724
35.0,0.0,2.0,1232.0,2.0,16.0,3.0,2.0,1.0,406.0,3.0,1.0,96.0,3.0,3.0,7.0,2.0,1.0,8020.0,5100.0,0.0,0.0,0.0,15.0,3.0,3.0,80.0,2.0,12.0,3.0,2.0,11.0,9.0,6.0,9.0,4010.0,5.0,33.0,229.14285714285714,0.34285714285714286,0.25,2673.3333333333335,0.5454545454545454,1.05,8421.0,9.038602608721874,33.0,22.0,6.0,8020.0,11.0,64320400.0,88220.0,121.0,8.989818381366925,33.0,2673.3333333333335,0.9825633911056124
36.0,0.0,1.0,566.0,1.0,18.0,4.0,1.0,1.0,407.0,3.0,1.0,81.0,4.0,1.0,2.0,4.0,1.0,3688.0,7122.0,4.0,0.0,0.0,18.0,3.0,4.0,80.0,2.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,3688.0,1.0,3.0,102.44444444444444,0.1111111111111111,0.25,3688.0,0.0,1.05,3872.4,8.261887953293632,3.0,4.0,12.0,3688.0,1.0,13601344.0,3688.0,1.0,8.213110697596676,3.0,3688.0,0.9706451757447125
51.0,0.0,2.0,1302.0,1.0,2.0,3.0,3.0,1.0,408.0,4.0,1.0,84.0,1.0,2.0,4.0,2.0,0.0,5482.0,16321.0,5.0,0.0,0.0,18.0,3.0,4.0,80.0,1.0,13.0,3.0,3.0,4.0,1.0,1.0,2.0,2741.0,3.0,12.0,107.49019607843137,0.2549019607843137,0.15384615384615385,2741.0,0.25,1.05,5756.1,8.658189154683019,12.0,8.0,6.0,5482.0,4.0,30052324.0,21928.0,16.0,8.609407675404048,12.0,2741.0,0.9784076060357897
41.0,0.0,2.0,334.0,2.0,2.0,4.0,1.0,1.0,410.0,4.0,1.0,88.0,3.0,4.0,3.0,2.0,2.0,16015.0,15896.0,1.0,0.0,0.0,19.0,3.0,2.0,80.0,0.0,22.0,2.0,3.0,22.0,10.0,0.0,4.0,8007.5,22.0,66.0,390.609756097561,0.5365853658536586,0.18181818181818182,4003.75,0.0,1.05,16815.75,9.730130692502755,66.0,44.0,6.0,16015.0,22.0,256480225.0,352330.0,484.0,9.681343501555002,66.0,4003.75,0.9721388196714569
18.0,0.0,2.0,812.0,2.0,10.0,3.0,3.0,1.0,411.0,4.0,0.0,69.0,2.0,1.0,8.0,3.0,2.0,1200.0,9724.0,1.0,0.0,0.0,12.0,3.0,1.0,80.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0,66.66666666666667,0.0,1.0,1200.0,0.0,1.05,1260.0,7.13966033596492,0.0,0.0,9.0,1200.0,0.0,1440000.0,0.0,0.0,7.0909098220799835,0.0,1200.0,0.2471664264485388
28.0,0.0,2.0,1476.0,1.0,16.0,2.0,3.0,1.0,412.0,2.0,1.0,68.0,4.0,2.0,0.0,1.0,2.0,5661.0,4824.0,0.0,0.0,0.0,19.0,3.0,3.0,80.0,0.0,9.0,2.0,3.0,8.0,3.0,0.0,7.0,1415.25,8.0,24.0,202.17857142857142,0.32142857142857145,0.2222222222222222,2830.5,0.0,1.05,5944.05,8.690314219518447,24.0,8.0,3.0,5661.0,8.0,32046921.0,45288.0,64.0,8.641532465671846,24.0,2830.5,0.9523582025669564
31.0,0.0,2.0,218.0,2.0,7.0,3.0,5.0,1.0,416.0,2.0,1.0,100.0,4.0,2.0,7.0,4.0,1.0,6929.0,12241.0,4.0,0.0,0.0,11.0,3.0,2.0,80.0,1.0,10.0,3.0,2.0,8.0,7.0,7.0,7.0,6929.0,1.0,24.0,223.51612903225808,0.3225806451612903,0.2,3464.5,0.875,1.05,7275.450000000001,8.89239838489433,24.0,32.0,12.0,6929.0,8.0,48011041.0,55432.0,64.0,8.84361509218395,24.0,3464.5,0.901924143416532
39.0,0.0,2.0,1132.0,1.0,1.0,3.0,3.0,1.0,417.0,3.0,1.0,48.0,4.0,3.0,0.0,4.0,0.0,9613.0,10942.0,0.0,0.0,0.0,17.0,3.0,1.0,80.0,3.0,19.0,5.0,2.0,18.0,10.0,3.0,7.0,9613.0,15.0,54.0,246.48717948717947,0.48717948717948717,0.15789473684210525,3204.3333333333335,0.16666666666666666,1.05,10093.65,9.219760859516873,54.0,72.0,12.0,9613.0,18.0,92409769.0,173034.0,324.0,9.170975648453906,54.0,3204.3333333333335,0.9980002439603648
36.0,0.0,0.0,1105.0,1.0,24.0,4.0,1.0,1.0,419.0,2.0,0.0,47.0,3.0,2.0,2.0,2.0,1.0,5674.0,6927.0,7.0,0.0,0.0,15.0,3.0,3.0,80.0,1.0,11.0,3.0,3.0,9.0,8.0,0.0,8.0,2837.0,9.0,27.0,157.61111111111111,0.3055555555555556,0.18181818181818182,2837.0,0.0,1.05,5957.7,8.692607615462224,27.0,18.0,6.0,5674.0,9.0,32194276.0,51066.0,81.0,8.643825842349603,27.0,2837.0,0.9551314338676656
32.0,0.0,2.0,906.0,2.0,7.0,3.0,1.0,1.0,420.0,4.0,1.0,91.0,2.0,2.0,7.0,3.0,1.0,5484.0,16985.0,1.0,0.0,0.0,14.0,3.0,3.0,80.0,1.0,13.0,3.0,2.0,13.0,8.0,4.0,8.0,4113.0,9.0,39.0,171.375,0.40625,0.15384615384615385,2742.0,0.3076923076923077,1.05,5758.2,8.658553855155093,39.0,39.0,9.0,5484.0,13.0,30074256.0,71292.0,169.0,8.609772372709331,39.0,2742.0,0.9669624260969496
38.0,0.0,2.0,849.0,1.0,25.0,2.0,1.0,1.0,421.0,1.0,0.0,81.0,2.0,3.0,5.0,2.0,1.0,12061.0,26707.0,3.0,0.0,0.0,17.0,3.0,3.0,80.0,1.0,19.0,2.0,3.0,10.0,8.0,0.0,1.0,6030.5,10.0,30.0,317.39473684210526,0.5,0.15789473684210525,4020.3333333333335,0.0,1.05,12664.050000000001,9.446601510315864,30.0,20.0,6.0,12061.0,10.0,145467721.0,120610.0,100.0,9.397815294010933,30.0,4020.3333333333335,0.9644169275252581
